99 195
1 31 67
2 54 36
3 10 83
3 28 43
3 91 57
4 28 64
4 52 46
5 17 32
5 34 5
5 57 28
5 94 39
6 29 49
6 69 49
8 71 62
8 82 26
9 54 25
10 28 44
10 28 56
10 28 68
11 77 4
13 14 76
13 80 64
13 80 37
14 36 98
14 59 96
15 25 54
16 59 66
16 59 12
17 57 47
17 88 100
18 24 22
18 33 21
19 56 41
19 68 49
20 24 39
20 89 58
20 97 12
21 3 49
21 14 64
21 64 100
21 75 3
22 3 78
22 19 58
22 83 98
23 34 31
25 31 72
25 69 24
26 79 44
29 3 99
30 22 37
30 36 81
30 59 20
30 74 53
31 28 42
31 77 6
32 10 75
32 11 54
32 24 33
32 72 48
33 77 81
34 54 85
34 57 11
34 58 45
34 90 18
34 97 22
36 3 50
36 3 34
36 91 32
36 91 99
36 91 18
37 80 26
37 86 59
38 57 6
38 82 22
38 88 24
38 90 29
38 95 45
38 98 41
41 48 77
41 56 71
41 82 44
42 5 74
42 10 44
42 49 85
42 97 82
43 14 72
44 54 69
44 71 35
45 6 42
45 28 4
46 16 89
46 75 72
46 93 96
47 6 74
47 29 5
48 2 56
48 89 51
48 93 73
49 21 17
49 60 53
49 69 70
49 91 67
49 95 50
50 4 9
50 22 63
50 91 39
52 14 4
52 28 30
53 1 49
53 33 87
53 36 39
53 40 77
53 58 36
53 91 56
54 29 35
55 56 72
57 10 24
57 14 26
57 29 63
58 28 12
58 68 82
59 28 59
59 28 8
59 28 93
59 28 2
60 11 15
62 39 42
62 60 85
63 71 76
64 29 59
64 31 77
64 69 89
65 24 72
65 64 1
65 71 45
68 3 10
68 28 93
69 3 16
69 14 94
69 28 2
69 33 23
69 77 43
69 97 25
70 46 42
72 45 3
73 33 27
73 34 50
74 10 28
74 20 51
74 68 77
74 77 40
75 97 97
76 45 49
78 50 94
78 91 53
78 94 93
79 86 52
79 97 41
80 52 32
81 4 27
81 82 75
82 10 42
82 52 13
82 56 35
82 71 58
83 10 78
83 91 20
84 10 34
85 44 82
86 74 69
87 10 9
88 25 39
88 52 20
88 58 56
88 74 21
88 90 65
91 28 30
91 28 94
91 28 22
91 59 83
92 29 37
92 35 56
93 59 3
93 59 58
94 22 16
94 36 31
94 74 11
95 16 82
95 60 30
96 2 23
96 12 39
96 65 78
97 29 77
99 24 58
99 74 12
