99950 162918
2 46381 39
3 56102 38
4 17973 16
5 41068 96
5 57584 91
5 63937 30
5 71254 47
5 72157 36
6 7780 79
6 80981 74
7 11952 65
8 36448 79
8 62694 40
9 86907 17
11 35760 81
11 36822 82
12 39227 13
12 91394 83
15 19383 59
15 63189 61
15 96275 77
17 23263 73
18 2956 64
18 54091 59
20 4023 91
20 19143 47
20 40879 43
20 61598 98
20 74505 77
22 1986 70
22 29009 71
22 57096 22
22 67026 78
24 34722 10
24 68907 82
24 79294 16
25 65119 98
25 69594 58
25 72632 42
27 10392 24
29 16220 14
30 34981 72
31 6388 99
31 20807 47
31 58248 48
31 68393 69
33 5165 93
33 38631 85
33 49648 12
34 34046 24
34 70525 43
34 82083 33
34 90585 76
35 64384 11
35 78323 7
36 8748 31
36 97826 8
37 25802 41
37 72980 27
38 7489 10
38 73074 93
39 2210 9
39 24562 88
40 27452 8
40 36811 29
41 79940 98
42 83873 37
44 98266 23
45 59934 81
45 64150 91
46 99267 95
47 50705 65
47 87199 57
48 66758 83
48 88464 5
49 55309 65
49 97959 80
50 23338 76
50 28041 100
50 55279 63
50 93263 62
51 71759 77
52 22663 83
52 75879 85
53 21152 64
54 25999 28
55 17033 22
55 52596 63
56 31630 45
56 68329 92
57 4967 47
57 48447 75
57 63900 53
57 63981 91
58 36969 32
59 1070 47
59 25990 58
60 1181 10
60 32058 40
62 30438 31
62 56919 49
62 90592 77
63 30001 93
63 68338 96
66 74177 14
67 35379 8
69 90215 2
69 92528 16
70 39656 99
71 56578 32
72 85750 7
73 28554 22
74 68096 16
75 11558 27
75 65653 27
75 73791 13
79 5271 92
79 70494 80
80 37561 99
80 72418 85
80 96985 67
81 11191 81
81 79932 56
83 244 67
84 80101 52
85 72672 89
86 7925 19
86 47017 42
86 78754 12
87 20130 78
87 24613 30
87 27446 59
89 17944 18
89 87601 43
91 47141 9
93 26413 69
93 66418 73
94 4106 79
94 17754 73
94 59608 15
94 85445 75
95 16061 70
95 23532 35
95 36298 58
95 41339 87
95 60724 68
95 62870 10
95 97229 19
96 56133 80
98 42620 48
99 3457 57
99 78793 51
100 49410 68
100 73767 80
100 88121 7
101 82508 60
102 1693 96
102 37391 62
104 82028 49
105 99606 68
106 39541 11
109 2729 64
109 52528 50
109 84752 1
110 23785 47
110 35179 30
110 75512 73
110 97118 50
111 5929 23
111 44123 87
112 15564 66
112 65768 77
113 56859 95
114 38526 73
117 14804 72
118 25721 85
118 36195 63
118 56306 29
118 91162 33
119 11353 32
119 35811 60
119 40475 6
119 51043 71
120 83372 37
121 3379 10
121 29945 14
123 22960 34
123 70839 3
124 14850 26
124 46010 48
125 30479 67
125 37346 61
126 43134 74
126 96266 96
127 79096 60
128 94035 58
129 72912 20
130 23262 91
130 28500 86
131 10138 17
131 30767 71
131 42273 11
132 4139 34
132 32888 97
133 5041 37
133 15565 61
133 18393 32
134 82338 20
135 8685 62
135 36509 68
136 10767 43
136 48257 5
137 7803 86
137 67470 83
139 30999 81
139 46434 47
140 48466 82
140 71648 3
140 71799 26
140 98381 94
141 61290 85
142 25992 76
142 44034 79
143 14019 59
144 14090 7
144 22797 6
144 78877 24
145 97513 76
145 97943 55
146 27473 3
146 39929 77
148 46258 29
148 50291 33
149 41688 1
149 60556 46
150 57722 65
151 41815 66
151 54480 83
151 97215 41
152 60614 81
153 74757 26
153 93005 55
154 10173 12
154 60786 32
156 74758 74
157 68893 7
158 89228 31
160 12102 17
160 17401 90
160 17842 3
160 22492 2
160 75512 73
161 4949 31
161 23364 10
161 74051 88
162 11237 14
163 20212 31
163 33437 41
163 68710 29
163 78059 39
164 53950 22
164 54909 68
164 69695 27
165 1650 86
168 49521 20
170 49489 71
171 64715 78
171 76973 22
172 91677 28
173 32176 74
173 92853 15
174 37620 60
174 63880 73
175 40889 42
175 91581 70
176 16704 39
176 84452 92
178 58462 95
179 87478 42
180 68979 18
181 9627 94
181 24102 27
182 46553 16
182 50074 96
183 17181 34
183 62782 82
184 10823 29
184 14863 25
185 69895 94
186 55906 96
187 6135 31
187 23722 40
189 10296 38
189 91354 52
190 27439 16
191 49762 5
191 51221 49
191 70044 42
192 59287 4
193 57680 84
193 65349 50
193 94716 73
194 9937 4
194 43565 42
195 40862 84
195 53901 68
195 73896 61
196 87767 96
197 49786 74
198 30866 50
199 3006 94
200 16371 65
200 24640 12
200 33427 95
201 19463 36
201 41034 76
201 82977 49
202 29333 47
203 53127 93
203 54990 54
203 68774 84
203 95258 6
204 61156 37
204 74505 16
204 80790 77
205 43630 72
206 12854 59
206 79353 7
207 75696 39
207 77851 91
208 11616 42
208 47408 71
208 51948 94
209 89353 8
209 93775 10
210 23301 76
210 27796 60
210 46137 1
211 68421 15
211 69256 34
211 69763 39
211 76433 60
212 15627 50
213 10822 24
213 14089 59
213 45307 53
213 62722 96
214 29903 71
214 85296 57
215 34884 8
215 35112 2
216 43320 19
216 56865 30
216 90468 7
217 180 7
217 53517 42
217 67757 54
217 70863 49
218 5907 68
218 19500 34
218 84480 25
219 11816 32
219 85342 57
219 90757 78
220 88625 48
220 97639 85
221 20627 26
222 50197 64
223 88566 76
224 61624 13
225 20039 89
225 37393 60
225 43130 67
229 99196 25
230 45431 40
231 2013 100
231 38148 62
231 49919 42
231 52688 83
232 89205 71
233 3487 70
233 16412 81
234 43963 6
234 58661 76
234 60720 58
236 79375 55
237 17746 44
237 26826 43
237 35036 27
237 71650 95
237 75547 50
238 1649 69
238 52720 98
238 76687 54
239 87432 55
240 77675 36
241 64254 34
242 48379 23
242 59802 53
244 21288 7
244 22514 86
246 16795 83
246 37288 15
246 96280 74
247 89170 2
248 14681 20
248 39606 3
248 54415 79
248 79994 14
249 6518 46
249 98409 97
250 25711 21
250 42198 14
250 95076 3
251 88462 62
252 38982 69
252 49150 27
252 50705 85
253 60463 82
254 11371 12
254 11483 44
254 80645 45
254 83384 6
256 14946 20
256 55799 5
257 47193 32
258 15895 41
258 30707 98
258 31964 96
259 88041 32
260 3300 57
261 15666 3
261 98805 8
262 5768 19
263 8580 97
263 15599 38
263 31697 74
263 41787 88
264 11152 71
264 39919 45
264 83624 31
265 2088 1
265 40191 49
265 43216 50
265 99104 37
266 66661 36
267 23151 50
268 2085 60
268 25851 58
268 54879 1
269 38905 70
270 6049 81
270 8615 92
270 28102 90
270 65737 53
273 43525 15
273 70401 22
274 25018 46
274 54055 35
274 91265 45
275 40293 44
275 73401 84
276 57392 100
276 66470 96
277 29776 46
277 63409 56
278 75719 79
279 4965 30
279 42520 63
280 5497 66
280 33938 75
280 39344 64
281 4274 49
281 15210 71
281 38769 26
282 12888 37
283 5674 53
283 35002 93
283 37779 75
283 48696 2
284 58417 26
284 85626 75
285 8361 95
285 35446 69
285 39751 34
286 9501 94
286 20562 23
286 21492 62
287 36594 91
288 78690 17
289 17486 88
289 34709 64
289 35962 65
290 23579 99
290 51598 8
290 90531 3
290 98906 80
291 5802 35
291 39064 24
291 52898 61
292 32396 73
292 83648 18
294 2068 86
295 10662 58
295 25947 69
295 85683 38
296 31489 9
297 90514 18
298 727 61
298 30453 60
298 34167 78
299 76749 13
300 25017 71
300 47607 32
301 4552 43
302 84643 25
303 17049 40
303 29381 85
303 47301 89
304 1531 67
304 50185 50
