99954 164924
2 25126 65
2 46624 70
2 96309 4
3 37055 53
3 74363 58
5 38586 37
6 65760 6
7 12065 60
8 5312 88
9 21337 4
10 2951 8
10 71494 98
11 55809 80
11 55905 32
11 80497 67
12 29149 75
12 40634 42
12 42430 33
13 46353 39
14 18132 15
16 17984 47
16 48884 2
16 72784 54
17 33966 20
18 16615 84
18 63066 11
18 76383 67
19 57769 67
20 60597 58
21 16923 31
21 20033 1
21 50049 70
22 5350 45
23 32931 12
23 74439 67
24 37362 16
24 65480 59
25 19850 73
26 11043 53
26 31872 74
26 59657 82
26 82946 47
27 6525 25
27 73688 19
27 77826 49
28 71212 73
28 78854 89
28 79759 78
29 25829 79
29 47496 57
30 95660 54
33 8314 77
34 86339 23
35 5957 25
35 28102 48
35 65113 19
35 99120 46
36 50926 13
36 53056 13
37 9149 18
37 69380 77
37 81077 30
37 87038 51
38 53035 41
39 92966 30
41 78782 19
42 52506 82
43 6498 97
43 46531 84
44 88925 60
46 37961 7
46 52293 76
47 21789 29
47 32544 26
48 36040 39
48 85155 39
48 85773 43
48 94761 73
49 64986 33
49 79737 3
51 91624 83
53 8176 47
53 55405 28
53 90757 58
53 99214 84
55 76218 23
57 32687 63
57 55751 20
57 69217 80
58 41562 81
60 3015 58
60 21698 68
60 72027 42
60 72408 9
61 12214 10
61 14034 58
61 16825 42
62 2600 46
62 66862 94
64 40060 100
64 56263 4
64 63819 13
66 11478 46
67 10757 35
67 20912 61
67 49153 14
68 59164 73
68 83268 42
69 34052 2
70 5545 77
70 15313 39
70 49416 58
71 35996 82
72 25107 16
72 25833 24
72 38924 5
74 12781 51
75 16192 37
75 70476 79
76 14384 75
76 49766 65
76 52993 95
77 5619 66
79 57657 34
80 50083 80
80 54526 53
80 70014 41
80 77453 67
81 4118 38
81 22057 6
81 32201 25
81 65546 70
83 27843 69
83 33685 17
83 55398 14
84 89476 77
85 39667 7
85 55001 28
86 685 64
86 30839 70
86 45201 36
86 53960 50
86 57456 37
86 89904 56
87 61466 42
88 82360 69
89 59 87
89 7120 67
89 37421 100
89 63754 48
89 74384 40
89 91737 23
90 64327 77
91 40608 69
91 68750 66
91 80807 48
92 47257 87
93 4874 74
93 65390 48
95 2889 83
95 29015 87
95 64464 87
95 79980 65
96 81155 36
97 16280 18
97 48951 31
97 52218 8
98 5318 3
99 36820 84
99 92319 55
99 99872 21
100 43105 13
101 44163 1
103 71935 91
103 75008 5
104 4827 39
104 9650 6
104 19043 83
105 98751 44
106 10897 22
108 8163 56
109 64671 23
109 81296 16
110 3816 22
110 88305 50
111 54150 57
112 68869 94
113 71054 27
114 3159 89
114 35027 21
114 37040 38
114 83150 28
114 84565 3
114 99025 90
115 17012 1
117 68038 24
118 49902 24
118 81768 20
118 83671 38
119 74414 1
120 926 2
120 2549 100
121 87636 74
122 98289 63
123 17065 5
123 31161 67
123 35124 46
124 9087 4
124 33775 3
125 54847 9
125 55520 18
126 19904 55
126 62914 75
126 66961 48
126 68700 93
126 90537 34
127 32405 29
130 25892 5
130 80043 34
131 36154 76
132 5787 80
132 11227 42
132 21609 17
132 40707 14
133 31970 77
133 77568 8
133 95831 40
134 72216 61
135 6767 62
136 12008 31
136 44228 54
136 95269 96
137 52300 14
137 72686 28
138 9021 20
138 84473 60
139 65454 67
139 99675 92
140 26461 53
140 72355 38
143 65098 34
144 6018 82
144 18167 79
146 12917 11
147 190 45
147 15145 96
147 41256 46
148 5110 56
148 13148 76
148 18023 31
148 41200 62
149 60041 33
150 505 64
150 20614 25
150 53357 78
150 82686 18
150 82998 97
152 31171 80
152 75182 70
152 99184 28
153 29031 53
153 49919 97
154 69773 18
155 37426 58
155 63615 64
156 7276 98
156 79653 24
157 43848 58
157 85297 36
158 16994 81
159 89984 61
160 5857 39
160 21913 26
160 79078 68
161 38864 63
161 74042 11
161 77034 13
162 10635 52
162 88457 61
162 96529 55
163 21831 37
163 37126 92
166 8833 24
167 8050 66
167 79842 76
168 33033 64
168 72052 93
170 18421 69
170 88288 87
171 71900 1
172 57050 34
172 78400 52
173 28178 3
173 80677 13
173 80778 67
174 4979 75
175 29874 87
175 35229 67
175 43544 83
175 52338 31
175 97188 19
175 97422 87
177 11706 4
178 24413 58
178 39973 79
179 742 37
179 87033 40
180 48650 98
180 60043 26
180 86879 69
181 4213 64
181 42404 83
181 65291 43
182 40155 26
182 52762 77
185 45867 6
187 27926 98
188 13402 39
189 79685 92
189 87967 10
190 51972 96
192 14992 93
192 65734 88
193 54949 56
193 72080 75
193 85794 66
193 90053 37
194 89500 25
195 8750 94
195 50332 10
196 85501 8
197 22860 12
197 38258 91
198 53461 95
200 16627 65
200 47597 9
201 54536 88
203 71581 71
204 13129 95
204 25650 7
204 80019 11
205 24030 16
205 98142 27
206 70746 89
206 71887 86
206 92944 22
207 54605 38
210 11047 28
210 13564 77
210 23933 44
210 28646 33
210 66002 46
210 66867 59
210 97658 58
211 11607 40
211 57644 69
211 69423 83
212 78066 96
212 84310 1
212 96133 23
213 19551 1
213 57194 53
214 74277 28
214 87634 58
215 81204 17
215 82188 47
216 34073 23
216 91908 84
216 92244 32
217 89029 22
218 65605 36
218 66416 16
219 9226 56
220 16452 92
220 32626 18
222 31876 30
222 49432 74
222 51413 45
222 76901 22
223 38845 6
224 76399 28
224 81649 96
225 58393 41
226 16071 94
226 25117 41
227 56247 25
227 86036 23
228 23669 65
228 27834 52
228 73633 11
230 91745 68
231 81623 82
232 60329 57
233 36916 84
233 49761 67
233 66277 10
233 89708 58
234 36431 92
234 46671 93
236 14746 32
236 22364 70
236 56170 4
237 59947 52
238 71663 71
238 98539 19
239 24193 97
240 1270 10
240 32971 39
241 17530 89
241 57098 97
242 95269 20
244 70874 91
244 71822 73
244 75376 20
246 15293 89
247 4869 13
247 39959 94
247 49420 64
248 56223 2
248 87862 100
251 21060 80
251 74114 41
254 61706 98
255 20217 4
255 37281 80
255 90018 12
256 22794 69
256 57629 9
256 89740 3
256 96191 59
257 52774 72
258 15527 15
258 27033 37
259 38803 5
259 45457 16
260 25688 89
260 49545 99
263 8620 19
263 14493 47
263 39145 33
263 86215 45
264 6512 48
264 14877 2
264 78701 5
265 2686 26
265 6092 75
265 83120 92
267 3793 72
267 6746 81
268 39458 49
269 37405 53
270 19142 36
270 50986 28
270 95389 36
271 39534 33
273 78048 27
273 96511 31
274 27236 2
274 64165 43
274 77314 70
275 36000 59
275 61422 38
275 96948 67
276 1116 97
277 4874 98
277 73461 26
277 85427 76
277 91243 11
278 36495 42
279 26683 53
279 60318 84
279 82169 58
280 94611 98
281 55192 37
282 22890 53
282 59879 74
282 74845 10
283 45540 39
285 5521 39
285 72227 6
286 10475 54
286 71465 67
287 34369 17
287 59261 74
287 69960 40
