99953 163923
1 83644 10
2 34371 10
3 28975 2
4 7868 1
4 51961 5
5 13484 5
5 27750 9
6 26603 5
6 78896 7
7 54174 10
7 69365 8
7 75224 9
8 3112 3
8 32966 8
8 68734 1
8 74270 7
9 57652 5
9 92137 1
10 15887 5
10 36527 8
11 23026 10
11 66966 7
11 82902 7
12 44164 9
12 94122 8
13 66789 5
16 10734 3
17 37356 3
17 46443 10
17 73575 3
20 57532 5
20 70240 1
21 7386 3
21 7720 9
21 55753 1
22 40232 9
22 54027 5
22 55068 2
23 43876 3
23 49359 1
24 22812 1
24 65841 10
24 89283 2
25 3791 5
25 17170 8
25 18021 2
25 85369 3
26 67690 4
27 19338 2
27 76334 7
28 67978 4
29 24054 2
29 27595 6
29 35610 10
29 58844 2
29 85797 5
30 26852 6
31 17404 4
34 2259 7
34 52933 7
34 65931 9
35 77930 4
35 84163 7
37 63062 3
38 43369 4
39 19237 9
39 33327 1
40 21147 8
41 41773 10
41 47099 5
42 21124 8
42 48763 2
43 31786 5
43 69243 9
46 15408 6
46 62131 4
47 16645 2
47 22465 9
47 40892 7
49 54837 4
52 95773 7
53 9179 2
53 36056 7
53 85264 4
53 99410 1
54 11922 8
54 22381 8
55 75865 6
55 98226 3
56 1159 7
57 41251 2
58 42425 1
58 77868 2
58 84401 8
58 97222 5
59 27786 5
61 15818 9
61 27721 7
61 45975 2
62 38487 8
62 58356 2
63 42083 1
63 95489 10
64 95419 8
65 82530 2
66 21265 7
66 22040 3
66 35109 3
67 52516 7
68 194 1
68 33303 8
68 93013 4
69 5464 3
69 82989 4
71 51173 7
72 66485 3
73 63227 3
74 17933 5
74 45118 9
74 72369 6
74 80304 3
74 86348 2
77 13614 8
77 33027 4
77 67367 2
77 71509 5
78 16648 8
78 35909 10
78 92666 1
79 30669 1
79 95816 7
80 19833 4
80 38292 1
80 89136 8
81 18091 3
81 87926 2
82 37194 7
83 7609 5
83 31425 7
83 57165 3
83 64294 6
84 37587 4
84 46214 6
86 58233 8
86 84490 8
87 11249 5
89 76341 2
89 78055 2
89 91596 1
90 59588 2
90 96932 7
92 13382 3
92 82185 4
93 24395 7
93 84666 6
94 67337 7
96 37810 1
96 89321 3
97 22110 6
97 74893 1
98 22380 3
100 71490 4
100 73974 7
102 89908 5
104 7010 4
104 41274 9
106 29357 9
106 54891 10
106 77080 4
107 18292 5
107 27362 2
107 50311 1
107 78806 8
107 79995 10
108 34709 10
110 9097 7
111 32472 4
111 43604 1
111 81287 9
113 89171 6
114 79018 5
115 11824 7
118 40712 8
119 47246 10
120 34190 3
120 86403 5
121 19548 6
121 37053 5
121 37606 9
121 95263 3
123 24471 8
125 54024 3
125 57084 6
126 32442 4
126 77931 7
128 84631 1
129 5825 2
129 85480 5
129 91422 10
130 46312 7
131 7589 1
131 43747 4
131 79439 9
134 7391 9
134 26625 3
134 72394 8
135 36441 7
135 62655 8
136 308 1
137 43676 5
138 8428 3
138 47577 7
138 81872 4
139 7689 2
140 55201 6
140 64852 6
140 86312 8
142 33080 1
142 36986 3
142 41878 6
142 62542 3
142 83686 10
143 23591 8
143 58484 10
146 3726 3
147 78495 6
147 90430 1
147 97330 6
148 30674 3
148 73854 2
149 34300 3
149 53829 3
149 74411 5
150 2160 3
150 60063 3
151 21386 7
151 29726 3
152 9767 10
153 59712 6
154 14960 3
154 64901 6
155 5716 10
158 26110 9
158 26730 1
158 80493 1
159 19933 6
159 23492 9
159 53916 10
159 57543 6
159 94197 1
160 18856 5
160 63334 10
161 34627 10
161 78305 4
161 82951 1
162 55132 2
162 95774 2
163 6335 1
164 59809 7
164 65823 4
164 98141 5
165 26533 1
165 30437 8
165 51790 9
165 69840 6
166 24741 1
166 38421 8
166 70282 8
167 37885 2
168 11676 3
169 1332 10
169 23750 9
169 36299 3
169 44964 10
169 99438 10
171 22154 5
171 84993 5
171 94992 8
173 18576 5
175 21906 2
176 84018 8
176 93480 1
178 51130 3
178 60361 7
179 53897 5
180 31623 3
180 38803 10
180 53800 6
180 56989 6
181 36969 8
181 88070 1
182 84402 10
183 49581 1
183 62412 8
183 93589 8
184 69425 6
186 16732 8
186 61977 7
186 99450 3
187 27784 9
188 29802 10
188 47459 4
188 89788 10
189 69884 4
191 11670 3
191 13979 9
191 70322 10
192 480 9
192 5176 8
193 12550 4
193 72524 2
193 80005 5
194 1262 7
194 11054 4
194 15127 3
194 89829 1
195 9397 6
195 78058 4
198 63653 8
198 94556 1
199 6327 1
199 25815 8
201 786 2
201 22310 1
201 90564 5
202 19808 2
205 3576 6
206 9743 5
