45 86
1 13 7
2 37 5
3 31 1
3 36 5
4 5 1
6 9 1
6 19 4
7 33 4
7 35 7
8 10 6
9 13 3
9 19 6
9 19 7
9 33 1
9 41 3
10 23 10
10 41 7
11 5 9
11 14 4
11 33 4
12 32 2
13 4 5
13 31 10
13 31 3
13 36 3
14 5 8
14 36 2
15 39 9
17 42 6
18 20 6
19 31 9
20 13 2
20 36 10
21 34 9
22 36 8
22 36 2
23 26 2
23 42 1
24 5 5
24 23 10
24 33 8
25 4 7
25 12 7
25 12 6
25 41 7
26 22 1
26 42 5
27 30 3
27 31 10
28 45 8
29 3 8
31 4 3
31 4 4
31 5 7
31 5 6
32 36 9
33 4 6
33 36 9
34 13 7
34 37 3
35 22 4
35 33 8
36 5 6
37 3 5
37 22 8
37 30 3
38 4 6
39 11 1
39 13 5
39 19 10
39 22 3
39 31 2
39 33 9
40 32 9
40 44 9
41 5 7
41 11 10
41 13 3
42 13 10
42 33 1
43 19 2
44 13 9
44 19 3
45 3 6
45 3 8
45 15 8
