45 76
1 9 7
2 11 10
2 32 10
4 10 9
4 34 6
4 34 4
4 40 2
5 37 8
6 20 6
9 2 1
9 29 4
10 5 9
10 5 7
10 9 7
10 12 10
10 28 6
11 32 2
12 8 3
12 32 5
12 39 10
13 2 7
14 11 3
14 22 3
14 36 6
14 37 5
15 2 3
16 39 8
20 8 6
20 40 9
21 29 9
21 44 1
22 24 7
22 28 9
22 30 1
26 18 5
26 43 6
27 18 6
27 33 8
28 9 3
28 37 1
28 37 9
29 2 9
29 11 1
30 28 7
30 40 5
31 2 2
32 11 4
33 2 6
33 8 5
33 32 8
34 2 7
34 2 1
34 11 2
34 33 10
35 14 8
35 33 8
35 36 4
35 44 7
36 2 4
37 2 4
39 32 6
39 33 4
39 33 10
39 34 6
39 34 6
40 8 6
40 32 1
41 7 3
41 17 3
43 4 6
43 22 3
43 22 3
43 28 4
44 8 4
45 5 1
45 31 8
